Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Real Time Detection and Tracking in Multi Speakers Video Conferencing","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_11","Nesrine AffesJalel KtariNader Ben AmorTarek FrikhaHabib Hamam","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_11","Chapter"
"Quality Evaluation of Cloud Services Using MCDM Techniques: A Comparative Analysis","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_34","MonikaO. P. Sangwan","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_34","Chapter"
"Comparative Data Oversampling Techniques with Deep Learning Algorithms for Credit Card Fraud Detection","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_27","Zainab Saad RubaidiBoulbaba Ben AmmarMohamed Ben Aouicha","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_27","Chapter"
"Content-Based Long Text Documents Classification Using Bayesian Approach for a Resource-Poor Language Urdu","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_31","Muhammad Pervez AkhterMuhammad Atif BilalSaleem Riaz","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_31","Chapter"
"KCReqRec: A Knowledge Centric Approach for Semantically Inclined Requirement Recommendation with Micro Requirement Mapping Using Hybrid Learning Models","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_2","Vihaan NamaGerard DeepakA. Santhanavijayan","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_2","Chapter"
"Retail Demand Forecasting for 1 Million Products","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_45","Ioannis PierrosEleftherios KouloumprisDimitrios ZaikisIoannis Vlahavas","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_45","Chapter"
"An Improved Model for Semantic Segmentation of Brain Lesions Using CNN 3D","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_18","Ala GuennichMohamed OthmaniHela Ltifi","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_18","Chapter"
"Comparative Analysis of Machine Learning Models for Customer Segmentation","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_6","Parmeshwara JogaB. HarshiniRashmi Sahay","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_6","Chapter"
"A Decision Support System Based Vehicle Ontology for Solving VRPs","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_19","Syrine BelguithSoulef KhalfallahOuajdi Korbaa","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_19","Chapter"
"CoCoSL: Agricultural Solutions Using Image Processing for Coconut Farms in Sri Lanka","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_21","Uthayakumaran UthayarakavanKamalanathan ThakshayiniSivakumar Krushi YadushikaAnanthasiri GowthamanRrubaa Panchendrarajan","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_21","Chapter"
"A Novel Emoji Based Deep Super Learner (EDSL) for Sentiment Classification","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_29","Geetika VashishtManisha JailiaVishesh Goyal","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_29","Chapter"
"Efficient data harvesting from boundary nodes for smart irrigation","Peer-to-Peer Networking and Applications","","","","10.1007/s12083-023-01577-8","Sapna JhaAditya TrivediK. K. PattanaikHimanshu GauttamPaolo Bellavista","2023","http://link.springer.com/article/10.1007/s12083-023-01577-8","Article"
"A Unified Framework for Knowledge Inference Based on Heterogeneous Graph Neural Networks","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_40","Chunfu Xie","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_40","Chapter"
"Improving the Categorization of Intent of a Chatbot in Portuguese with Data Augmentation Obtained by Reverse Translation","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_40","Jéferson do Nascimento SoaresJosé Everardo Bessa Maia","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_40","Chapter"
"Lexicon-Based Sentiment Analysis and Emotion Classification of Climate Change Related Tweets","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_60","Temitayo Matthew FagbolaAbdultaofeek AbayomiMurimo Bethel MutangaVikash Jugoo","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_60","Chapter"
"Using a Data Mining Approach to Detect Automobile Insurance Fraud","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_5","Mabrouka SalmiDalia Atif","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_5","Chapter"
"Comparative Study of Various Pattern Recognition Techniques for Identifying Seismo-Tectonically Susceptible Areas","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_53","MridulaKamal Kumar Gola","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_53","Chapter"
"Securing Surveillance Data Using Incremental Cryptography","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_20","Lissiyas AntonyN. V. Sobhana","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_20","Chapter"
"On a Structure of an Automated Differential Equation Solver Based on Machine Learning Methods","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_42","Damir AminevNikita DemyanchukAlexander Hvatov","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_42","Chapter"
"Speech Emotion Recognition Using Support Vector Machine and Linear Discriminant Analysis","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_47","J. IndraR. Kiruba ShankarR. Devi Priya","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_47","Chapter"
"Cost Optimization of Hybrid Renewable Energy System Based on Nature-Inspired Search Method","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_26","Israel Edem AgbehadjiAbdultaofeek AbayomiRichard C. MillhamSamuel Ofori FrimpongJason J. Jung","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_26","Chapter"
"A Machine Learning Framework for Cereal Yield Forecasting Using Heterogeneous Data","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_3","Noureddine JarrayAli Ben AbbesImed Riadh Farah","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_3","Chapter"
"The Emotional Job-Stress of COVID-19 on Nurses Working in Isolation Centres: A Machine Learning Approach","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_18","Richard Osei AgjeiSunday Adewale OlaleyeFrank Adusei-MensahOluwafemi Samson Balogun","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_18","Chapter"
"A Novel Approach for Classification of Real Time Data Stream to Reduce Query Processing Time","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_32","Virendra DaniPriyanka KokateJyotsana Goyal","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_32","Chapter"
"Smart Gloves Controller for Drones Using Raspberry Pi & NodeMCU","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_40","Kritik BangeraMahendra Kanojia","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_40","Chapter"
"Centrality of AI Quality in MLOPs Lifecycle and Its Impact on the Adoption of AI/ML Solutions","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_42","Arunkumar AkkineniSomayeh KoohborfardhaghighiShailesh Singh","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_42","Chapter"
"Emotion Detection Based on Facial Expression Using YOLOv5","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_21","Awais ShaikhMahendra KanojiaKeshav Mishra","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_21","Chapter"
"Prediction of Stock Price Direction Combining Volatility Indicators with Machine Learning Algorithms","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_31","Azdine BilalAbdelhadi IflehMounime El Kabbouri","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_31","Chapter"
"Experimental Analysis on Dissimilarity Metrics and Sudden Concept Drift Detection","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_19","Sebastián BasterrechJan PlatošGerardo RubinoMichał Woźniak","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_19","Chapter"
"Knee Abnormality Diagnosis Based on Electromyography Signals","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_13","Sali IssaAbdel Rohman Khaled","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_13","Chapter"
"Heuristics Assisted by Machine Learning for the Integrated Production Planning and Distribution Problem","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_13","Matheus de Freitas AraujoJosé Elias Claudio ArroyoThiago Henrique Nogueira","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_13","Chapter"
"Comparative Study on Black Hole Attack in Mobile Ad-Hoc Networks","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_48","Gajendra Kumar AhirwarRatish AgarwalAnjana Pandey","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_48","Chapter"
"Augmented Reality in Marketing Sector: Viewpoint of XR the Moroccan Association Experts","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_35","El Mostafa BourhimOumayma Labti","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_35","Chapter"
"A Simplified Vowel-Like Speech Detection Method and Its FPGA Implementation","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_54","Sarmila GarnaikShasanka Sekhar RoutKabiraj Sethi","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_54","Chapter"
"Prediction of Business Process Execution Time","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_11","Walid Ben FradjMohamed Turki","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_11","Chapter"
"Prediction of Violence Against Adolescent Girls Using Machine Learning Techniques","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_17","Pooja Manghirmalani MishraSushil Kulkarni","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_17","Chapter"
"Blockchain Based Fictitious Detection in Social Media","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_21","Lakshmi Kanthan NarayananR. Rengaraj Alias MuralidharanRanjani SampathkumarIswarya GururajanPriyanga Subbiah","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_21","Chapter"
"Facial Gender Classification Using Deep Learning","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_56","Khaled ELKarazleValliappan RamanPatrick Then","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_56","Chapter"
"Data Warehousing and Mining for Climate Change: Application to the Maghreb Region","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_27","Yassine DriasHabiba DriasIlyes Khennak","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_27","Chapter"
"Cold Rolling Mill Energy Consumption Prediction Using Machine Learning","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_14","Danilo G. de OliveiraJosé Francisco S. FilhoFabiano MirandaPedro H. SerpaRafael Stubs Parpinelli","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_14","Chapter"
"Face Padding as a Domain Generalization for Face Anti-spoofing","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_5","Ramil ZainulinDaniil SolovyevAleksandr ShnyrevMaksim IsaevTimur Shipunov","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_5","Chapter"
"Visceral Leishmaniasis Detection Using Deep Learning Techniques and Multiple Color Space Bands","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_49","Armando Luz BorgesClésio de Araújo GonçalvesViviane Barbosa Leal DiasEmille Andrade SousaCarlos Henrique Nery CostaRomuere Rodrigues Veloso e Silva","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_49","Chapter"
"A Data Warehouse for Spatial Soil Data Analysis and Mining: Application to the Maghreb Region","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_16","Widad Hassina BelkadiYassine DriasHabiba Drias","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_16","Chapter"
"Assessment of Epileptic Gamma Oscillations’ Networks Connectivity","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_9","Amal NecibiAbir HadricheNawel Jmail","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_9","Chapter"
"Binary Emotion Classification of Music Using Deep Neural Networks","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_45","V. R. RevathyAnitha S. Pillai","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_45","Chapter"
"Enhanced Road Damage Detection for Smart City Surveillance","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_37","Yuvaraj NatarajanSri Preethaa KrGitanjali WadhwaMathivathani NatarajanLekshmipriya Saravanan","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_37","Chapter"
"Automated Diagnosis of Diseases Using Integrated Machine Learning Approaches","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_18","M. V. Sunena RoseN. V. Sobhana","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_18","Chapter"
"Conceptual Model of a Data Visualization Instrument for Educational Video Games","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_29","Yavor Dankov","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_29","Chapter"
"Improving MIL Video Anomaly Detection Concatenating Deep Features of Video Clips","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_36","Silas S. L. PereiraJosé Everardo Bessa Maia","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_36","Chapter"
"Multi Sensor Underwater Image Fusion Using Modified Filter Bank Reconstruction Model","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_63","Devika SarathM. Sucharitha","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_63","Chapter"
"Inventiveness of Text Extraction with Inspiration of Cloud Computing and ML Using Python Logic","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_25","Rajeev TripathiSantosh Kumar Dwivedi","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_25","Chapter"
"A container-based workflow for distributed training of deep learning algorithms in HPC clusters","Cluster Computing","","26","5","10.1007/s10586-022-03798-7","Jose González-AbadÁlvaro López GarcíaValentin Y. Kozlov","2023","http://link.springer.com/article/10.1007/s10586-022-03798-7","Article"
"A Novel Educational Video Retrieval System Based on the Textual Information","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_47","Srihitha RaviShikha ChauhanSai Harshini YadlapalliiK. JagruthV. M. Manikandan","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_47","Chapter"
"LSTM-Based Congestion Detection in Named Data Networks","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_14","Salwa AbdelwahedHaifa Touati","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_14","Chapter"
"Web API Service to RDF Mapping Method for Querying Distributed Data Sources","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_20","Artem VolkovNikolay TeslyaSergey Savosin","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_20","Chapter"
"Machine Learning for Complex Data Analysis: Overview and a Discussion of a New Reinforcement-Learning Strategy","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_45","Karima GouasmiaWafa MeftehFaiez Gargouri","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_45","Chapter"
"Prediction of Colon Cancer Related Tweets Using Deep Learning Models","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_50","Mohammed Rashad BakerEsraa Zeki MohammedKamal H. Jihad","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_50","Chapter"
"Weighted Pathfinding in the Paparazzi Problem with Dynamic Obstacles","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_9","Timo SchöpflinPascal ZimmerliRolf DornbergerThomas Hanne","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_9","Chapter"
"Trace Clustering Based on Activity Profile for Process Discovery in Education","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_54","Wiem HachichaLeila GhorbelRonan ChampagnatCorinne Amel Zayani","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_54","Chapter"
"Analysis of Contrast and Luminous Enhancement Algorithms on Colour Retinal Fundus Images","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_38","Olubunmi Omobola Sule","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_38","Chapter"
"Experimental Investigation of CT Scan Imaging Based COVID-19 Detection with Deep Learning Techniques","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_56","Aditya ShindeAnu BajajAjith Abraham","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_56","Chapter"
"A Framework for Automated Abstraction Class Detection for Event Abstraction","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_13","Chiao-Yun LiSebastiaan J. van ZelstWil M. P. van der Aalst","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_13","Chapter"
"Bio-Inspired Agents for a Distributed NLP-Based Clustering in Smart Environments","Proceedings of the 13th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2021)","","","","10.1007/978-3-030-96302-6_64","Laith AbualigahAgostino ForestieroMohamed Abd Elaziz","2022","http://link.springer.com/chapter/10.1007/978-3-030-96302-6_64","Chapter"
"Extracting Knowledge from Pharmaceutical Package Inserts","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_43","Cristiano da Silveira ColomboClaudine BadueElias Oliveira","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_43","Chapter"
"TIR-GAN: Thermal Images Restoration Using Generative Adversarial Network","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_41","Fatma BouhlelHazar MlikiRayen LaghaMohamed Hammami","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_41","Chapter"
"Object Classification Using ECOC Multi-class SVM and HOG Characteristics","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_3","Khushboo JainManali GuptaSurabhi PatelAjith Abraham","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_3","Chapter"
"A Multi-layer Deep Learning Model for ECG-Based Arrhythmia Classification","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-27440-4_5","Khushboo JainArun AgarwalAshima JainAjith Abraham","2023","http://link.springer.com/chapter/10.1007/978-3-031-27440-4_5","Chapter"
"Age-Related Macular Degeneration Using Deep Neural Network Technique and PSO: A Methodology Approach","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35501-1_6","F. AjeshAjith Abraham","2023","http://link.springer.com/chapter/10.1007/978-3-031-35501-1_6","Chapter"
"Multi-level Image Segmentation of Breast Tumors Using Kapur Entropy Based Nature-Inspired Algorithms","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_38","Shreya BiswasAnu BajajAjith Abraham","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_38","Chapter"
"Multi-level Image Segmentation Using Kapur Entropy Based Dragonfly Algorithm","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35507-3_34","Shreya BiswasAnu BajajAjith Abraham","2023","http://link.springer.com/chapter/10.1007/978-3-031-35507-3_34","Chapter"
"An Efficient Deep Learning-Based Breast Cancer Detection Scheme with Small Datasets","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_5","Adyasha SahuPradeep Kumar DasSukadev MeherRutuparna PandaAjith Abraham","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_5","Chapter"
"Digital Twin-Based Fuel Consumption Model of Locomotive Diesel Engine","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_41","Muhammet Raşit CesurElif CesurAjith Abraham","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_41","Chapter"
